,comment,label.id,label.lineage_names,label.name,label.translated.id,label.translated.lineage_names,label.translated.name,label.translated.translation_info,label.translated.uuid,label.uuid,needs_review,point.data.polygon,point.id,point.is_targeted,point.media.deployment.campaign.key,point.media.deployment.key,point.media.id,point.media.key,point.media.path_best,point.pose.alt,point.pose.dep,point.pose.lat,point.pose.lon,point.pose.timestamp,point.x,point.y,tag_names,updated_at
0,,10925,Physical > Substrate > Sand,Sand,28630.0,Unconsolidated,Unconsolidated,semantic.direct.caab.82001013,79a48e7a-50db-43d4-90e8-85432907ddc6,8d08706c-cede-4f13-aec9-e79156909145,False,,9134388,False,Tasmania201306,r20130611_012942_st_helens_14_elephant_rock_transit,3040837,PR_20130611_013823_085_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201306/r20130611_012942_st_helens_14_elephant_rock_transit/full_res/PR_20130611_013823_085_LC16.jpg,2.02,28.468809999999998,-41.25368958,148.34187917,2013-06-11 01:38:23,0.6379275480761151,0.6336957021273667,,2024-03-12 23:20:57.739884
1,,10925,Physical > Substrate > Sand,Sand,28630.0,Unconsolidated,Unconsolidated,semantic.direct.caab.82001013,79a48e7a-50db-43d4-90e8-85432907ddc6,8d08706c-cede-4f13-aec9-e79156909145,False,,9134389,False,Tasmania201306,r20130611_012942_st_helens_14_elephant_rock_transit,3040837,PR_20130611_013823_085_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201306/r20130611_012942_st_helens_14_elephant_rock_transit/full_res/PR_20130611_013823_085_LC16.jpg,2.02,28.468809999999998,-41.25368958,148.34187917,2013-06-11 01:38:23,0.3214736580835992,0.32885572697306575,,2024-03-12 23:20:57.758263
2,,10925,Physical > Substrate > Sand,Sand,28630.0,Unconsolidated,Unconsolidated,semantic.direct.caab.82001013,79a48e7a-50db-43d4-90e8-85432907ddc6,8d08706c-cede-4f13-aec9-e79156909145,False,,9134390,False,Tasmania201306,r20130611_012942_st_helens_14_elephant_rock_transit,3040837,PR_20130611_013823_085_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201306/r20130611_012942_st_helens_14_elephant_rock_transit/full_res/PR_20130611_013823_085_LC16.jpg,2.02,28.468809999999998,-41.25368958,148.34187917,2013-06-11 01:38:23,0.46167755180894654,0.012367958083330022,,2024-03-12 23:20:57.779318
3,,10925,Physical > Substrate > Sand,Sand,28630.0,Unconsolidated,Unconsolidated,semantic.direct.caab.82001013,79a48e7a-50db-43d4-90e8-85432907ddc6,8d08706c-cede-4f13-aec9-e79156909145,False,,9134391,False,Tasmania201306,r20130611_012942_st_helens_14_elephant_rock_transit,3040837,PR_20130611_013823_085_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201306/r20130611_012942_st_helens_14_elephant_rock_transit/full_res/PR_20130611_013823_085_LC16.jpg,2.02,28.468809999999998,-41.25368958,148.34187917,2013-06-11 01:38:23,0.9682366055769389,0.8305520397106971,,2024-03-12 23:20:57.793001
4,,10925,Physical > Substrate > Sand,Sand,28630.0,Unconsolidated,Unconsolidated,semantic.direct.caab.82001013,79a48e7a-50db-43d4-90e8-85432907ddc6,8d08706c-cede-4f13-aec9-e79156909145,False,,9134392,False,Tasmania201306,r20130611_012942_st_helens_14_elephant_rock_transit,3040837,PR_20130611_013823_085_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201306/r20130611_012942_st_helens_14_elephant_rock_transit/full_res/PR_20130611_013823_085_LC16.jpg,2.02,28.468809999999998,-41.25368958,148.34187917,2013-06-11 01:38:23,0.19587654168162327,0.019805017945710546,,2024-03-12 23:20:57.807414
5,,10925,Physical > Substrate > Sand,Sand,28630.0,Unconsolidated,Unconsolidated,semantic.direct.caab.82001013,79a48e7a-50db-43d4-90e8-85432907ddc6,8d08706c-cede-4f13-aec9-e79156909145,False,,9134393,False,Tasmania201306,r20130611_012942_st_helens_14_elephant_rock_transit,3040837,PR_20130611_013823_085_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201306/r20130611_012942_st_helens_14_elephant_rock_transit/full_res/PR_20130611_013823_085_LC16.jpg,2.02,28.468809999999998,-41.25368958,148.34187917,2013-06-11 01:38:23,0.4208188478486633,0.04159078050343401,,2024-03-12 23:20:57.824111
6,,10925,Physical > Substrate > Sand,Sand,28630.0,Unconsolidated,Unconsolidated,semantic.direct.caab.82001013,79a48e7a-50db-43d4-90e8-85432907ddc6,8d08706c-cede-4f13-aec9-e79156909145,False,,9134394,False,Tasmania201306,r20130611_012942_st_helens_14_elephant_rock_transit,3040837,PR_20130611_013823_085_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201306/r20130611_012942_st_helens_14_elephant_rock_transit/full_res/PR_20130611_013823_085_LC16.jpg,2.02,28.468809999999998,-41.25368958,148.34187917,2013-06-11 01:38:23,0.06898670538453056,0.6826087946202106,,2024-03-12 23:20:57.835713
7,,10925,Physical > Substrate > Sand,Sand,28630.0,Unconsolidated,Unconsolidated,semantic.direct.caab.82001013,79a48e7a-50db-43d4-90e8-85432907ddc6,8d08706c-cede-4f13-aec9-e79156909145,False,,9134395,False,Tasmania201306,r20130611_012942_st_helens_14_elephant_rock_transit,3040837,PR_20130611_013823_085_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201306/r20130611_012942_st_helens_14_elephant_rock_transit/full_res/PR_20130611_013823_085_LC16.jpg,2.02,28.468809999999998,-41.25368958,148.34187917,2013-06-11 01:38:23,0.302375016923185,0.9604488531079721,,2024-03-12 23:20:57.847588
8,,10925,Physical > Substrate > Sand,Sand,28630.0,Unconsolidated,Unconsolidated,semantic.direct.caab.82001013,79a48e7a-50db-43d4-90e8-85432907ddc6,8d08706c-cede-4f13-aec9-e79156909145,False,,9134396,False,Tasmania201306,r20130611_012942_st_helens_14_elephant_rock_transit,3040837,PR_20130611_013823_085_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201306/r20130611_012942_st_helens_14_elephant_rock_transit/full_res/PR_20130611_013823_085_LC16.jpg,2.02,28.468809999999998,-41.25368958,148.34187917,2013-06-11 01:38:23,0.14613180736888065,0.26721845494590857,,2024-03-12 23:20:57.860860
9,,10925,Physical > Substrate > Sand,Sand,28630.0,Unconsolidated,Unconsolidated,semantic.direct.caab.82001013,79a48e7a-50db-43d4-90e8-85432907ddc6,8d08706c-cede-4f13-aec9-e79156909145,False,,9134397,False,Tasmania201306,r20130611_012942_st_helens_14_elephant_rock_transit,3040837,PR_20130611_013823_085_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201306/r20130611_012942_st_helens_14_elephant_rock_transit/full_res/PR_20130611_013823_085_LC16.jpg,2.02,28.468809999999998,-41.25368958,148.34187917,2013-06-11 01:38:23,0.765364726137777,0.8975904987554005,,2024-03-12 23:20:57.875061
