,comment,label.id,label.lineage_names,label.name,label.translated.id,label.translated.lineage_names,label.translated.name,label.translated.translation_info,label.translated.uuid,label.uuid,needs_review,point.id,point.is_targeted,point.media.deployment.campaign.key,point.media.deployment.key,point.media.id,point.media.key,point.media.path_best,point.pose.alt,point.pose.dep,point.pose.lat,point.pose.lon,point.pose.timestamp,point.x,point.y,tag_names,updated_at
0,,13029,Biota > Echinoderms > Sea urchins > Regular urchins > Centrostephanus rodgersii,Centrostephanus rodgersii,28631.0,Mobile invertebrate,Mobile invertebrate,semantic.relative.worms.123082,8cc02a5e-967b-41d9-a396-89ddc7da5578,7fd0ca1d-3838-48dd-9e46-fc00059387fc,False,8596466,True,Tasmania200903,r20090325_214541_nuggets_inshore_12_transect,2360357,PR_20090325_225433_024_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania200903/r20090325_214541_nuggets_inshore_12_transect/full_res/PR_20090325_225433_024_LC16.jpg,1.53,30.819587,-42.11863889,148.36023333,2009-03-25 22:54:33,0.7054026503567788,0.2165087956698241,,2023-10-15 22:34:14.368015
1,,13029,Biota > Echinoderms > Sea urchins > Regular urchins > Centrostephanus rodgersii,Centrostephanus rodgersii,28631.0,Mobile invertebrate,Mobile invertebrate,semantic.relative.worms.123082,8cc02a5e-967b-41d9-a396-89ddc7da5578,7fd0ca1d-3838-48dd-9e46-fc00059387fc,False,8596468,True,Tasmania200903,r20090325_214541_nuggets_inshore_12_transect,2360357,PR_20090325_225433_024_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania200903/r20090325_214541_nuggets_inshore_12_transect/full_res/PR_20090325_225433_024_LC16.jpg,1.53,30.819587,-42.11863889,148.36023333,2009-03-25 22:54:33,0.6442405708460754,0.21109607577807848,,2023-10-15 22:34:14.377404
2,,13029,Biota > Echinoderms > Sea urchins > Regular urchins > Centrostephanus rodgersii,Centrostephanus rodgersii,28631.0,Mobile invertebrate,Mobile invertebrate,semantic.relative.worms.123082,8cc02a5e-967b-41d9-a396-89ddc7da5578,7fd0ca1d-3838-48dd-9e46-fc00059387fc,False,8596460,True,Tasmania200903,r20090325_214541_nuggets_inshore_12_transect,2360348,PR_20090325_225424_023_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania200903/r20090325_214541_nuggets_inshore_12_transect/full_res/PR_20090325_225424_023_LC16.jpg,2.74,32.408825,-42.11863611,148.36023125,2009-03-25 22:54:24,0.3924566768603466,0.14343707713125844,,2023-10-15 22:23:19.702192
3,,13029,Biota > Echinoderms > Sea urchins > Regular urchins > Centrostephanus rodgersii,Centrostephanus rodgersii,28631.0,Mobile invertebrate,Mobile invertebrate,semantic.relative.worms.123082,8cc02a5e-967b-41d9-a396-89ddc7da5578,7fd0ca1d-3838-48dd-9e46-fc00059387fc,False,8596461,True,Tasmania200903,r20090325_214541_nuggets_inshore_12_transect,2360357,PR_20090325_225433_024_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania200903/r20090325_214541_nuggets_inshore_12_transect/full_res/PR_20090325_225433_024_LC16.jpg,1.53,30.819587,-42.11863889,148.36023333,2009-03-25 22:54:33,0.8460754332313966,0.023004059539918808,,2023-10-15 22:34:14.339478
4,,13029,Biota > Echinoderms > Sea urchins > Regular urchins > Centrostephanus rodgersii,Centrostephanus rodgersii,28631.0,Mobile invertebrate,Mobile invertebrate,semantic.relative.worms.123082,8cc02a5e-967b-41d9-a396-89ddc7da5578,7fd0ca1d-3838-48dd-9e46-fc00059387fc,False,8596474,True,Tasmania200903,r20090325_214541_nuggets_inshore_12_transect,2360351,PR_20090325_225427_025_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania200903/r20090325_214541_nuggets_inshore_12_transect/full_res/PR_20090325_225427_025_LC16.jpg,1.443,32.163241,-42.11863681,148.36023333,2009-03-25 22:54:27,0.4337899543378995,0.10303030303030303,,2023-10-15 23:24:33.512366
5,,13029,Biota > Echinoderms > Sea urchins > Regular urchins > Centrostephanus rodgersii,Centrostephanus rodgersii,28631.0,Mobile invertebrate,Mobile invertebrate,semantic.relative.worms.123082,8cc02a5e-967b-41d9-a396-89ddc7da5578,7fd0ca1d-3838-48dd-9e46-fc00059387fc,False,8596477,True,Tasmania200903,r20090325_214541_nuggets_inshore_12_transect,2360354,PR_20090325_225430_023_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania200903/r20090325_214541_nuggets_inshore_12_transect/full_res/PR_20090325_225430_023_LC16.jpg,1.538,31.995633,-42.11863681,148.36023472,2009-03-25 22:54:30,0.4657534246575342,0.09696969696969697,,2023-10-15 23:46:02.039853
6,,13029,Biota > Echinoderms > Sea urchins > Regular urchins > Centrostephanus rodgersii,Centrostephanus rodgersii,28631.0,Mobile invertebrate,Mobile invertebrate,semantic.relative.worms.123082,8cc02a5e-967b-41d9-a396-89ddc7da5578,7fd0ca1d-3838-48dd-9e46-fc00059387fc,False,8596486,True,Tasmania200903,r20090325_214541_nuggets_inshore_12_transect,2360358,PR_20090325_225434_020_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania200903/r20090325_214541_nuggets_inshore_12_transect/full_res/PR_20090325_225434_020_LC16.jpg,1.56,31.407722999999997,-42.11864028,148.36023333,2009-03-25 22:54:34,0.010958904109589041,0.4412121212121212,,2023-10-15 23:50:07.203351
7,,13029,Biota > Echinoderms > Sea urchins > Regular urchins > Centrostephanus rodgersii,Centrostephanus rodgersii,28631.0,Mobile invertebrate,Mobile invertebrate,semantic.relative.worms.123082,8cc02a5e-967b-41d9-a396-89ddc7da5578,7fd0ca1d-3838-48dd-9e46-fc00059387fc,False,8596497,True,Tasmania200903,r20090325_214541_nuggets_inshore_12_transect,2360359,PR_20090325_225435_020_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania200903/r20090325_214541_nuggets_inshore_12_transect/full_res/PR_20090325_225435_020_LC16.jpg,1.777,31.210695,-42.11864028,148.36023472,2009-03-25 22:54:35,0.8429223744292238,0.6642424242424242,,2023-10-16 00:06:28.930921
8,,13029,Biota > Echinoderms > Sea urchins > Regular urchins > Centrostephanus rodgersii,Centrostephanus rodgersii,28631.0,Mobile invertebrate,Mobile invertebrate,semantic.relative.worms.123082,8cc02a5e-967b-41d9-a396-89ddc7da5578,7fd0ca1d-3838-48dd-9e46-fc00059387fc,False,8596461,True,Tasmania200903,r20090325_214541_nuggets_inshore_12_transect,2360357,PR_20090325_225433_024_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania200903/r20090325_214541_nuggets_inshore_12_transect/full_res/PR_20090325_225433_024_LC16.jpg,1.53,30.819587,-42.11863889,148.36023333,2009-03-25 22:54:33,0.8460754332313966,0.023004059539918808,,2023-10-15 22:31:09.901522
9,,13029,Biota > Echinoderms > Sea urchins > Regular urchins > Centrostephanus rodgersii,Centrostephanus rodgersii,28631.0,Mobile invertebrate,Mobile invertebrate,semantic.relative.worms.123082,8cc02a5e-967b-41d9-a396-89ddc7da5578,7fd0ca1d-3838-48dd-9e46-fc00059387fc,False,8596463,True,Tasmania200903,r20090325_214541_nuggets_inshore_12_transect,2360357,PR_20090325_225433_024_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania200903/r20090325_214541_nuggets_inshore_12_transect/full_res/PR_20090325_225433_024_LC16.jpg,1.53,30.819587,-42.11863889,148.36023333,2009-03-25 22:54:33,0.5137614678899083,0.5317997293640054,,2023-10-15 22:31:54.901816
